ticker;shortName;sector;industry;marketCap;regularMarketPrice;averageDailyVolume10Day;exDividendDate;dividendRate;dividendYield;fiveYearAvgDividendYield;fiftyDayAverage;twoHundredDayAverage;trailingPE;forwardPE;pegRatio;trailingEps;forwardEps;priceToBook;profitMargins;beta;market;timestamp
agil.as;Agility Real Estate Inc.;Real Estate;Real Estate—Development;1763533.0;0.052;27066.0;;;;;0.05571;0.059752874;2.6000001;;;0.02;;0.6933333;0.17378001;3.047;Euronext;1723803420
ccep.as;Coca-Cola Europacific Partners ;Consumer Defensive;Beverages - Non-Alcoholic;32272310272.0;69.8;17153.0;09/05/2024 02:00;1.91;0.027999999;2.86;68.112;63.9795;19.942858;16.157408;1.98;3.5;4.32;3.7688985;0.08416;0.738;Euronext;1723803420
vltsa.pa;VOLTALIA;Utilities;Utilities - Renewable;1362915200.0;10.42;53809.0;;;;;9.9898;8.74305;49.61905;41.68;;0.21;0.25;1.0787866;0.05984;0.861;Euronext;1723803420
ubi.pa;UBISOFT ENTERTAIN;Communication Services;Electronic Gaming & Multimedia;2180857088.0;16.985;444870.0;;;;;20.1617;21.974976;13.697581;9.082888;3.34;1.24;1.87;1.1535589;0.06858;-0.032;Euronext;1723803420
sip.br;SIPEF;Consumer Defensive;Farm Products;563642048.0;54.2;1435.0;01/07/2024 02:00;2.0;0.0388;2.25;54.268;53.69575;9.344828;8.841762;0.84;5.8;6.13;0.6601786;0.16386;0.367;Euronext;1723803420
immou.br;IMMO MOURY (D);Real Estate;Real Estate Services;14972818.0;32.4;179.0;15/10/2024 02:00;2.0;0.0621;4.73;31.352;31.195;34.105267;;;0.95;;0.59153235;0.12582;0.284;Euronext;1723803420
en.pa;BOUYGUES;Industrials;Engineering & Construction;11931891712.0;31.65;572559.0;30/04/2024 02:00;1.9;0.060399998;4.78;31.6984;34.5033;11.898496;8.966005;0.87;2.66;3.53;1.0090544;0.01774;0.906;Euronext;1723803420
galim.pa;GALIMMO;Real Estate;Real Estate Services;395849728.0;12.2;0.0;07/05/2024 02:00;0.36;0.026300002;4.35;13.828;14.718;;;;-0.17;;0.8164904;-0.02765;0.018;Euronext;1723803420
fnac.pa;FNAC DARTY;Consumer Cyclical;Specialty Retail;741543296.0;27.35;15867.0;03/07/2024 02:00;0.45;0.0166;;30.111;28.48065;45.583332;5.1217227;;0.6;5.34;0.5136922;0.01396;1.525;Euronext;1723803420
ab.pa;AB SCIENCE;Healthcare;Drug Manufacturers - Specialty & Generic;51342104.0;0.986;27480.0;;;;;1.08656;2.308795;;-4.695238;0.41;-0.2;-0.21;;0.0;1.169;Euronext;1723803420
cafo.pa;CAFOM;Consumer Cyclical;Specialty Retail;80956128.0;8.8;856.0;25/06/2024 02:00;0.21;0.0239;;9.1096;9.2117;5.5;11.282052;;1.6;0.78;0.60385644;0.01814;0.553;Euronext;1723803420
bol.pa;BOLLORE SE;Communication Services;Entertainment;16567203840.0;5.84;2111941.0;03/09/2024 02:00;0.07;0.012;1.4;5.764;5.892975;194.66667;38.933334;;0.03;0.15;0.7173566;0.21687001;0.781;Euronext;1723803420
imda.pa;IMMOB.DASSAULT;Real Estate;REIT - Diversified;343882560.0;50.2;274.0;04/06/2024 02:00;2.01;0.0403;2.38;47.578;48.0155;;14.764706;;-2.77;3.4;0.5933035;-0.62894;0.508;Euronext;1723803420
gam.pa;GAUMONT;Communication Services;Entertainment;267896016.0;86.0;12.0;15/05/2019 02:00;;;1.28;90.45;94.9275;;;;-1.18;;1.3834819;-0.02138;0.243;Euronext;1723803420
glpg.as;GALAPAGOS;Healthcare;Biotechnology;1472141184.0;22.34;112658.0;;;;;24.0492;30.25855;46.541668;-22.795918;-1.71;0.48;-0.98;0.50584185;1.0810701;0.072;Euronext;1723803420
wdp.br;WAREHOUSES DE PAUW;Real Estate;REIT - Industrial;5474098688.0;24.46;207155.0;25/04/2024 02:00;1.12;0.045300003;3.03;25.5108;26.0247;25.216494;15.679487;3.25;0.97;1.56;1.2161288;0.47419998;0.5;Euronext;1723803420
odet.pa;ODET(COMPAGNIE DE L-);Communication Services;Entertainment;6146766336.0;1452.0;387.0;25/06/2024 02:00;4.0;0.0028;0.21;1398.36;1443.75;270.39105;;;5.37;;0.5336691;0.00895;0.944;Euronext;1723803420
wehb.br;WERELDHAVE BELGIUM;Real Estate;REIT - Retail;428305216.0;48.2;2449.0;15/04/2024 02:00;4.1;0.0854;4.97;46.454;46.518;5.6705885;8.653501;;8.5;5.57;0.59506905;1.11297;1.015;Euronext;1723803420
crav.pa;CRCAM ATL.VEND.CCI;Financial Services;Banks - Regional;597705472.0;81.0;230.0;15/05/2024 02:00;3.71;0.045300003;3.73;82.4868;83.7221;7.404022;;;10.94;;0.15518135;0.20472;0.516;Euronext;1723803420
gbt.pa;GUERBET;Healthcare;Medical Devices;438162752.0;34.75;10560.0;01/07/2024 02:00;0.5;0.014199999;2.69;36.393;29.4093;19.857143;10.56231;;1.75;3.29;1.1552911;0.03;0.736;Euronext;1723803420
cofa.pa;COFACE;Financial Services;Insurance - Reinsurance;2141607168.0;14.34;171288.0;22/05/2024 02:00;1.3;0.0911;5.98;13.6524;13.22825;8.435294;8.586826;9.36;1.7;1.67;1.0700694;0.13518;1.007;Euronext;1723803420
tkwy.as;JUST EAT TAKEAWAY.COM N.V.;Consumer Cyclical;Internet Retail;2666087424.0;12.945;1981527.0;;;;;11.6331;13.428145;;49.788464;-0.65;-8.69;0.26;0.4535739;-0.3668;1.166;Euronext;1723803420
mery.pa;MERCIALYS;Real Estate;REIT - Retail;1100822144.0;11.78;240469.0;29/04/2024 02:00;0.99;0.0838;9.55;11.094;10.39695;18.698412;10.612612;5.05;0.63;1.11;1.7658522;0.32625;1.621;Euronext;1723803420
exm.br;EXMAR ord.;Energy;Oil & Gas Midstream;447692320.0;7.78;8722.0;27/05/2024 02:00;6.18;0.7964;5.67;7.5956;7.57525;6.8245616;26.827587;;1.14;0.29;0.9288443;0.14376001;0.061;Euronext;1723803420
idip.pa;IDI;Financial Services;Asset Management;499342912.0;70.0;587.0;20/05/2024 02:00;2.75;0.0395;4.7;68.68;68.905;6.923838;6.782946;1.4;10.11;10.32;0.68164337;0.79133004;0.665;Euronext;1723803420
mc.pa;LVMH;Consumer Cyclical;Luxury Goods;329466249216.0;659.6;396864.0;02/12/2024 01:00;13.0;0.0198;1.38;691.372;746.7315;23.599283;19.1133;2.68;27.95;34.51;5.0844846;0.16309999;0.963;Euronext;1723803420
eli.br;ELIA GROUP;Utilities;Utilities - Regulated Electric;6993486848.0;95.15;46888.0;30/05/2024 02:00;1.99;0.0208;1.71;92.583;99.81875;20.374733;17.394882;-13.48;4.67;5.47;1.477714;0.105950005;0.579;Euronext;1723803420
toup.pa;TOUAX;Industrials;Rental & Leasing Services;36984568.0;5.3;6512.0;08/07/2024 02:00;0.12;0.0233;3.91;4.52;4.937;10.192308;4.6902657;;0.52;1.13;0.4814243;0.01846;1.658;Euronext;1723803420
preva.as;Value8 cumulatief financierings;Financial Services;Asset Management;12341189.0;4.9;1401.0;15/10/2024 02:00;0.35;0.0714;;4.87621;4.8633175;2.621723;;;1.869;;0.4880478;0.84124;0.547;Euronext;1723803420
scr.pa;SCOR SE;Financial Services;Insurance - Reinsurance;3181711360.0;17.765;869879.0;27/05/2024 02:00;1.8;0.102;4.81;22.5546;27.04985;16.602802;3.8122318;0.27;1.07;4.66;0.7113113;0.01199;1.249;Euronext;1723803420
efi.pa;EURASIA FONC INV;Real Estate;Real Estate Services;17725164.0;0.262;1.0;02/06/1998 02:00;;;;0.28056;0.2766;inf;;;0.0;;0.61358315;-0.21311001;1.359;Euronext;1723803420
cpinv.br;CARE PROPERTY INVEST;Real Estate;REIT - Healthcare Facilities;534118272.0;14.44;38082.0;31/05/2024 02:00;1.0;0.0689;3.45;13.7672;13.471;;13.247705;;-0.07;1.09;0.82457745;-0.03778;0.292;Euronext;1723803420
tvrb.pa;TELEVERBIER;Industrials;Engineering & Construction;79800000.0;57.0;3.0;29/04/2020 02:00;;;0.64;54.91;54.9665;6.976744;;;8.17;;0.5127975;0.05412;0.285;Euronext;1723803420
hysg.br;HYBRID SOFTWARE GROUP PLC;Technology;Software - Application;132062224.0;4.02;818.0;;;;;3.9972;3.5919;33.5;;;0.12;;1.1495568;0.07599;0.917;Euronext;1723803420
swp.pa;SWORD GROUP;Technology;Software - Application;300274400.0;31.95;5590.0;30/04/2024 02:00;1.7;0.0531;4.13;34.048;36.41775;13.3125;11.210527;0.99;2.4;2.85;2.8840947;0.07921;1.051;Euronext;1723803420
vmx.pa;VERIMATRIX;Technology;Software - Infrastructure;31299194.0;0.367;20338.0;;;;;0.37542;0.42526;;-4.5875;;-0.12;-0.08;0.2570028;-0.18424;1.437;Euronext;1723803420
belys.br;BELYSSE GROUP NV;Consumer Cyclical;Textile Manufacturing;30012738.0;0.835;2973.0;30/05/2018 02:00;;;;0.8152;0.774745;;3.4791667;0.16;-0.31;0.24;0.38621646;-0.03687;1.777;Euronext;1723803420
flux.br;FLUXYS BELGIUM;Energy;Oil & Gas Midstream;1085571072.0;15.45;3598.0;20/05/2024 02:00;1.4;0.090299994;4.99;16.722;20.28025;14.045454;13.552631;;1.1;1.14;1.7719922;0.102740005;0.256;Euronext;1723803420
plx.pa;PLUXEE N.V.;Industrials;Specialty Business Services;3004227840.0;20.57;154761.0;;;;;24.16506;26.518427;52.74359;;;0.39;;32.912;0.05013;;Euronext;1723803420
umi.br;UMICORE;Industrials;Pollution & Treatment Controls;2690982144.0;11.19;591030.0;19/08/2024 02:00;0.8;0.0705;2.31;13.7216;19.583475;;9.730434;-0.79;-5.45;1.15;1.3139971;-0.08337;0.968;Euronext;1723803420
mbws.pa;MARIE BRIZARD WINE AND SPIRITS;Consumer Defensive;Beverages - Wineries & Distilleries;435228768.0;3.89;10390.0;12/09/2008 02:00;;;;3.5542;3.06275;48.625004;43.22222;;0.08;0.09;2.1408916;0.04496;0.027;Euronext;1723803420
virp.pa;VIRBAC;Healthcare;Drug Manufacturers - General;2872484352.0;343.0;1750.0;25/06/2024 02:00;1.32;0.0038;1.14;346.98;338.64;23.869171;17.69866;1.45;14.37;19.38;3.1887398;0.097279996;0.977;Euronext;1723803420
lr.pa;LEGRAND;Industrials;Electrical Equipment & Parts;25145235456.0;95.92;401880.0;31/05/2024 02:00;2.09;0.0217;1.94;94.5748;94.11585;23.625616;19.338709;5.66;4.06;4.96;3.702903;0.12904;0.893;Euronext;1723803420
coty.pa;COTY INC;Consumer Defensive;Household & Personal Products;7879939584.0;8.64;11061.0;;;;;8.98958;10.179395;41.14286;;;0.21;;1.878261;0.0359;1.918;Euronext;1723803420
tom2.as;TOMTOM;Technology;Software - Application;615027648.0;5.01;199531.0;23/05/2019 02:00;;;;5.24742;6.18458;;35.785717;-3.13;-0.21;0.14;4.296741;-0.046129998;1.031;Euronext;1723803420
alo.pa;ALSTOM;Industrials;Railroads;8194109952.0;17.755;877734.0;17/07/2023 02:00;0.24;0.0135;2.8;16.9089;14.205298;;9.105127;0.46;-0.8;1.95;0.7868031;-0.01754;1.253;Euronext;1723803420
vil.pa;VIEL ET COMPAGNIE;Financial Services;Capital Markets;624570176.0;9.9;5249.0;13/06/2024 02:00;0.4;0.0402;4.66;9.9644;9.15605;6.470588;20.625;;1.53;0.48;1.3159643;0.09262;0.341;Euronext;1723803420
solb.br;SOLVAY;Basic Materials;Chemicals;3238446848.0;30.84;225508.0;03/06/2024 02:00;1.62;0.052399997;5.34;32.3064;27.754694;237.23077;7.0410957;-0.28;0.13;4.38;2.396643;0.34177;0.895;Euronext;1723803420
ake.pa;ARKEMA;Basic Materials;Specialty Chemicals;5946512384.0;79.7;147009.0;17/05/2024 02:00;3.5;0.0442;2.99;83.4;93.2287;17.47807;7.7378635;0.88;4.56;10.3;0.9075588;0.03798;1.161;Euronext;1723803420
cdi.pa;CHRISTIAN DIOR;Consumer Cyclical;Luxury Goods;110231126016.0;611.0;2765.0;02/12/2024 01:00;13.0;0.0215;1.4;649.69;708.4425;18.969265;;;32.21;;4.7824416;0.067940004;1.036;Euronext;1723803420
hdp.pa;HOTELS DE PARIS;Consumer Cyclical;Lodging;19501628.0;2.64;143.0;;;;;2.7964;2.9557;;;;-1.51;;;-0.26863;0.515;Euronext;1723803420
get.pa;GETLINK SE;Industrials;Railroads;8660892672.0;15.995;794882.0;03/06/2024 02:00;0.55;0.0344;2.35;16.0129;16.08475;25.38889;36.352272;-6.59;0.63;0.44;3.6327505;0.19965;0.925;Euronext;1723803420
opti.br;CRESCENT;Technology;Communication Equipment;21934770.0;0.011;258756.0;;;;;0.012384;0.010339;;;;-0.0;0.0;10.999999;-0.61469;0.805;Euronext;1723803420
nk.pa;IMERYS;Basic Materials;Building Materials;2530124544.0;29.94;83554.0;21/05/2024 02:00;1.35;0.045500003;4.65;33.544;30.7903;53.464287;8.457627;2.44;0.56;3.54;0.79528254;0.01279;1.369;Euronext;1723803420
crsu.pa;CRCAM SUD R.A.CCI;Financial Services;Banks - Regional;69979904.0;113.5;177.0;30/05/2024 02:00;5.92;0.052199997;3.8;120.7288;119.8279;5.6552067;;;20.07;;0.16536921;0.23482001;0.611;Euronext;1723803420
gimb.br;GIMV;Financial Services;Asset Management;1148474752.0;40.15;13936.0;01/07/2024 02:00;2.6;0.0644;5.28;42.157;43.5335;5.11465;34.913044;;7.85;1.15;0.75140834;0.74369;0.537;Euronext;1723803420
comb.br;CIE BOIS SAUVAGE;Financial Services;Asset Management;437520416.0;269.0;630.0;02/05/2024 02:00;8.2;0.0306;2.46;264.36;264.925;;;;-16.78;;0.7448614;-0.09506;0.572;Euronext;1723803420
qrf.br;QRF;Real Estate;REIT - Retail;79938624.0;10.25;2406.0;24/05/2024 02:00;0.8;0.0777;7.28;10.214;10.04645;;8.686441;;-0.32;1.18;0.6723075;-0.12432;1.07;Euronext;1723803420
heijm.as;Koninklijke Heijmans N.V.;Industrials;Engineering & Construction;706862464.0;26.35;93439.0;03/05/2024 02:00;0.89;0.0344;14.61;22.509;16.81035;8.754153;6.9708996;;3.01;3.78;1.7107058;0.03284;1.274;Euronext;1723803420
inga.as;ING GROEP N.V.;Financial Services;Banks - Diversified;50541264896.0;15.758;11536932.0;05/08/2024 02:00;1.11;0.070300005;5.63;16.15476;14.49328;7.8009906;7.649515;2.05;2.02;2.06;0.9334755;0.27534;1.621;Euronext;1723803420
jen.br;JENSEN-GROUP;Industrials;Specialty Industrial Machinery;407005600.0;42.9;3544.0;28/05/2024 02:00;0.75;0.0177;2.27;40.788;36.6775;11.470589;11.201045;;3.74;3.83;1.5067964;0.08541001;0.889;Euronext;1723803420
mont.br;MONTEA NV;Real Estate;REIT - Industrial;1673645568.0;81.2;8856.0;24/05/2024 02:00;3.74;0.0462;4.21;80.052;80.1;9.96319;16.537678;7.25;8.15;4.91;1.072032;0.92181;0.561;Euronext;1723803420
san.pa;SANOFI;Healthcare;Drug Manufacturers - General;123359371264.0;98.43;1478392.0;13/05/2024 02:00;3.76;0.038399998;3.73;92.2962;89.82505;29.294643;11.300803;1.81;3.36;8.71;1.6940314;0.089549996;0.415;Euronext;1723803420
ecmpa.as;EUROCOMMERCIAL PROPERTIES;Real Estate;REIT - Retail;1255478528.0;23.3;40418.0;13/06/2024 02:00;1.7;0.0731;;22.73;21.64865;;9.54918;24.47;-0.22;2.44;0.6241628;-0.04262;1.713;Euronext;1723803420
dsfir.as;DSM FIRMENICH AG;Basic Materials;Specialty Chemicals;30507659264.0;115.0;423319.0;09/05/2024 02:00;2.5;0.0219;;108.7482;100.3297;;41.21864;;-0.54;2.79;1.3777075;-0.01509;;Euronext;1723803420
more.as;MOREFIELD GROUP N.V.;Industrials;Staffing & Employment Services;34100000.0;0.55;9562.0;24/12/2018 01:00;;;;0.5552;0.476825;6.8750005;;;0.08;;2.0754719;0.0572;0.314;Euronext;1723803420
exe.pa;EXEL INDUSTRIES;Industrials;Farm & Heavy Construction Machinery;322926016.0;47.6;132.0;09/02/2024 01:00;1.57;0.0327;1.82;51.568;53.2275;7.4374995;;;6.4;;0.73923373;0.03898;1.176;Euronext;1723803420
nhoa.pa;NHOA;Industrials;Specialty Industrial Machinery;296662336.0;1.078;37518.0;;;;;1.0288;0.737505;2.6292682;-21.56;;0.41;-0.05;1.2390804;-0.14811;1.286;Euronext;1723803420
fcmc.pa;FERM.CASINO MUNICIPAL CANNES;Consumer Cyclical;Resorts & Casinos;228612800.0;1450.0;0.0;11/05/2023 02:00;77.0;0.05;;1444.6;1583.15;11.792453;;;122.96;;0.8658231;0.14765;0.575;Euronext;1723803420
ker.pa;KERING;Consumer Cyclical;Luxury Goods;31394531328.0;256.1;289482.0;02/05/2024 02:00;14.0;0.0548;2.22;305.853;361.14075;15.126993;;;16.93;;2.1068652;0.11253;1.045;Euronext;1723803420
bass.pa;BASSAC;Real Estate;Real Estate - Development;701496256.0;42.8;520.0;21/05/2024 02:00;1.5;0.035;4.94;43.158;44.545;7.366609;8.559999;;5.81;5.0;0.919165;0.04998;0.802;Euronext;1723803420
engi.pa;ENGIE;Utilities;Utilities - Diversified;37427163136.0;15.43;6830535.0;02/05/2024 02:00;1.43;0.092700005;6.0;14.2204;15.18834;7.638614;8.251337;;2.02;1.87;1.3137506;0.068390004;0.936;Euronext;1723803420
wha.as;WERELDHAVE Gewone aandelen;Real Estate;REIT - Retail;609807552.0;13.98;62739.0;26/04/2024 02:00;1.2;0.0856;11.67;13.582;13.96605;5.923729;8.175438;6.77;2.36;1.71;0.6202857;0.53388;1.527;Euronext;1723803420
sof.br;SOFINA;Financial Services;Asset Management;7137825792.0;214.4;19546.0;20/05/2024 02:00;3.35;0.015700001;1.3;214.176;213.924;;;;-3.12;;0.7835656;0.0;1.074;Euronext;1723803420
kendr.as;KENDRION N.V.;Consumer Cyclical;Auto Parts;181784400.0;11.9;13552.0;17/04/2024 02:00;0.45;0.0376;3.42;12.7116;12.4082;23.8;8.880596;13.87;0.5;1.34;1.0368563;0.01506;1.168;Euronext;1723803420
expl.pa;EXPLOSIFS PROD.CHI;Basic Materials;Specialty Chemicals;300623712.0;142.5;347.0;10/07/2024 02:00;1.0;0.0069999998;1.15;144.01;126.135;14.025591;;;10.16;;2.1434371;0.04377;0.576;Euronext;1723803420
asce.br;ASCENCIO;Real Estate;REIT - Retail;313309056.0;47.5;5678.0;06/02/2024 01:00;4.15;0.087299995;7.63;46.359;47.0585;14.525994;8.796296;;3.27;5.4;0.70444465;0.28309;0.643;Euronext;1723803420
mtu.pa;MANITOU BF;Industrials;Farm & Heavy Construction Machinery;730117184.0;19.08;15777.0;17/06/2024 02:00;1.35;0.071;2.53;22.9528;23.2102;4.478873;5.578947;0.29;4.26;3.42;0.78174293;0.05653;1.289;Euronext;1723803420
heia.as;HEINEKEN;Consumer Defensive;Beverages - Brewers;44969611264.0;79.54;671364.0;31/07/2024 02:00;1.73;0.0217;1.6;88.586;89.2637;42.30851;14.280071;1.89;1.88;5.57;2.2959242;0.03434;0.598;Euronext;1723803420
aze.br;AZELIS GROUP NV;Basic Materials;Specialty Chemicals;4229734144.0;17.37;142130.0;28/06/2024 02:00;0.22;0.0126;;17.6746;19.58625;25.173914;15.508929;45.17;0.69;1.12;1.5727998;0.04067;0.606;Euronext;1723803420
allfg.as;ALLFUNDS GROUP PLC;Financial Services;Asset Management;3284350976.0;5.315;787719.0;;;;;5.28354;5.976335;40.884617;12.079546;0.87;0.13;0.44;1.4482288;0.02634;1.2;Euronext;1723803420
cfeb.br;CFE;Industrials;Engineering & Construction;179317744.0;7.23;3033.0;21/05/2024 02:00;0.4;0.0558;2.4;7.4342;7.5073;7.9450545;5.020833;0.68;0.91;1.44;0.7573853;0.018;1.555;Euronext;1723803420
ebus.as;EBUSCO HOLDING N.V.;Consumer Cyclical;Auto Manufacturers;65064032.0;1.016;788200.0;;;;;1.62809;3.4493976;;;;-2.4;;0.54013824;-1.5014399;0.505;Euronext;1723803420
sequa.br;SEQUANA MEDICAL;Healthcare;Medical Devices;30555700.0;1.0;21494.0;;;;;1.24576;2.241765;;-0.8333333;;-1.22;-1.2;;0.0;0.844;Euronext;1723803420
gds.pa;RAMSAY GENERALE DE SANTE;Healthcare;Medical Care Facilities;1666466304.0;15.1;114.0;02/12/2014 01:00;;;8.73;15.651;16.53325;;;;-0.11;;1.291371;-0.00213;0.165;Euronext;1723803420
kbca.br;KBC ANCORA ord;Financial Services;Asset Management;3488634368.0;45.3;31785.0;04/06/2024 02:00;4.09;0.09;8.46;43.597;42.77;11.585677;9.741935;;3.91;4.65;0.99584514;0.0;1.365;Euronext;1723803420
akom.pa;AKOM.PA,0P0001I3F5,0;Technology;Communication Equipment;49877800.0;2.8;0.0;;;;;2.72;2.4969;;;;-1.63;;2.3045266;0.0;1.031;Euronext;1723803420
sqi.pa;SQLI;Technology;Information Technology Services;183792000.0;40.0;140.0;24/06/2024 02:00;0.64;0.016;2.14;41.772;42.387;39.215687;12.42236;0.8;1.02;3.22;1.5784698;0.01871;;Euronext;1723803420
tinc.br;TINC;Financial Services;Asset Management;409454144.0;11.26;13927.0;20/05/2024 02:00;0.84;0.0743;4.04;11.3824;11.6297;11.148515;11.978724;;1.01;0.94;0.8278803;0.62066;0.211;Euronext;1723803420
bain.pa;BAINS MER MONACO;Consumer Cyclical;Resorts & Casinos;2488444928.0;101.5;351.0;08/10/2024 02:00;1.5;0.0149;0.03;102.504;103.831;23.93868;;;4.24;;1.5882454;0.14765;0.122;Euronext;1723803420
vk.pa;VALLOUREC;Basic Materials;Steel;3207706112.0;13.49;488317.0;04/06/2015 02:00;;;4.56;14.6813;14.80725;8.126506;5.59751;-1.93;1.66;2.41;1.3426894;0.08833;2.426;Euronext;1723803420
abld.pa;ABL Diagnostics;Healthcare;Health Information Services;44748268.0;2.78;53.0;01/10/2020 02:00;;;;2.83;6.0384;inf;;;0.0;;6.6190476;0.00878;-0.252;Euronext;1723803420
sbt.pa;OENEO;Consumer Defensive;Beverages - Wineries & Distilleries;656541184.0;10.25;2803.0;03/10/2023 02:00;0.35;0.033800002;1.48;10.633;11.31655;22.777779;18.636364;2.15;0.45;0.55;2.1055875;0.09436;0.209;Euronext;1723803420
abvx.pa;ABIVAX;Healthcare;Biotechnology;645535616.0;10.26;33494.0;;;;;11.9508;11.8368;;-6.979592;;-3.43;-1.47;3.29374;0.0;1.46;Euronext;1723803420
keyw.br;Keyware Technologies;Technology;Software - Infrastructure;16774867.0;0.745;1307.0;11/09/2019 02:00;;;;0.771;0.87175;74.5;5.7307696;;0.01;0.13;0.56311417;0.0116;0.571;Euronext;1723803420
dbv.pa;DBV TECHNOLOGIES;Healthcare;Biotechnology;82263392.0;0.855;40321.0;;;;;0.8878;1.347295;;-1.9431819;0.07;-0.83;-0.44;1.040146;0.0;0.885;Euronext;1723803420
eos.pa;ACTEOS;Technology;Software - Application;4473577.0;1.345;953.0;;;;;1.3188;1.326275;;;;-0.04;;;-0.00922;1.352;Euronext;1723803420
tfg.as;TETRAGON FINANCIAL GROUP;Financial Services;Asset Management;805504000.0;9.92;4015.0;05/08/2024 02:00;0.44;0.044;5.01;10.1146;10.0309;6.48366;;;1.53;;0.28509024;0.58694;0.46;Euronext;1723803420
urw.pa;UNIBAIL-RODAMCO-WESTFIELD;Real Estate;REIT - Retail;9507411968.0;68.22;275647.0;14/05/2024 02:00;2.5;0.0368;;72.7324;70.0294;;;;-7.34;;0.62388545;-0.34305;2.09;Euronext;1723803420
brnl.as;BRUNEL INTERNAT;Industrials;Staffing & Employment Services;472257376.0;9.37;108466.0;20/05/2024 02:00;0.55;0.0586;3.16;10.2538;10.5682;16.155172;18.74;;0.58;0.5;1.5897522;0.0222;1.032;Euronext;1723803420
fdj.pa;FDJ;Consumer Cyclical;Gambling;6620216832.0;35.82;150502.0;03/05/2024 02:00;1.78;0.0498;;33.3436;34.8065;14.74074;14.680327;1.97;2.43;2.44;6.5628433;0.16543;0.718;Euronext;1723803420
cnv.pa;CNOVA;Consumer Cyclical;Internet Retail;859572864.0;2.49;503.0;;;;;2.4922;1.8979;;;;-0.32;;;-0.106529996;0.963;Euronext;1723803420
apam.as;APERAM;Basic Materials;Steel;1844630016.0;25.0;212560.0;16/08/2024 02:00;2.0;0.0787;6.13;25.0252;27.91175;26.595745;7.102273;1.03;0.94;3.52;0.55864674;0.01079;1.731;Euronext;1723803420
iep.br;IEP INVEST;Real Estate;Real Estate - Development;47116324.0;5.35;275.0;03/10/2022 02:00;;;;5.556;5.457;22.291666;;;0.24;;1.0554351;0.19452;0.091;Euronext;1723803420
cgm.pa;CEGEDIM;Healthcare;Health Information Services;173114400.0;12.75;3954.0;29/06/2022 02:00;;;1.35;13.072;15.5173;;7.727273;0.14;-0.5;1.65;0.6268129;-0.01202;1.08;Euronext;1723803420
srp.pa;SHOWROOMPRIVE;Consumer Cyclical;Internet Retail;104413400.0;0.91;12795.0;;;;;0.8326;0.972205;;45.500004;;-0.15;0.02;0.577045;-0.02623;1.585;Euronext;1723803420
amg.as;AMG Critical Materials N.V.;Basic Materials;Other Industrial Metals & Mining;490833152.0;15.24;277174.0;05/08/2024 02:00;0.4;0.025999999;2.0;16.0476;20.122576;;9.832258;;-0.71;1.55;0.9251503;-0.01709;1.564;Euronext;1723803420
mdm.pa;MAISONS DU MONDE;Consumer Cyclical;Home Improvement Retail;143808656.0;3.73;30261.0;03/07/2024 02:00;0.06;0.0163;;4.0493;4.62878;;2.2883437;;-0.44;1.63;0.25;-0.015190001;1.633;Euronext;1723803420
saf.pa;SAFRAN;Industrials;Aerospace & Defense;81873920000.0;195.35;570087.0;28/05/2024 02:00;2.2;0.0113;1.73;200.474;189.162;49.834183;22.928404;1.17;3.92;8.52;7.3205924;0.06364;1.323;Euronext;1723803420
nro.pa;NEURONES;Technology;Information Technology Services;1044952640.0;43.05;3523.0;12/06/2024 02:00;1.2;0.0277;0.38;42.865;43.6925;21.206896;17.937498;;2.03;2.4;2.948832;0.06666;0.585;Euronext;1723803420
gblb.br;GBL;Financial Services;Asset Management;8579893760.0;67.2;96151.0;09/05/2024 02:00;2.75;0.040799998;3.54;67.652;69.84045;27.999998;21.265821;11.37;2.4;3.16;0.6045883;0.22903;0.784;Euronext;1723803420
cros.pa;CROSSWOOD;Real Estate;Real Estate Services;87722248.0;8.25;5.0;03/07/2024 02:00;0.1;0.0121;;7.922;8.0615;;;;-0.17;;1.1069368;-1.78386;0.948;Euronext;1723803420
aub.pa;AUBAY;Technology;Information Technology Services;470766112.0;36.05;4731.0;17/05/2024 02:00;1.2;0.0335;2.19;38.521;39.941;14.137255;11.517571;1.54;2.55;3.13;1.8012391;0.06252;1.271;Euronext;1723803420
loup.pa;L.D.C.;Consumer Defensive;Packaged Foods;2458233088.0;142.0;804.0;27/08/2024 02:00;3.6;0.0256;1.7;142.63;139.7225;8.077361;8.569704;1.53;17.58;16.57;1.1610603;0.04911;0.469;Euronext;1723803420
antin.pa;ANTIN INFRASTRUCTURE PARTNERS;Financial Services;Asset Management;2149176064.0;12.02;20508.0;17/06/2024 02:00;0.71;0.0586;;12.0296;13.10155;28.61905;17.171429;;0.42;0.7;4.320633;0.26431;1.569;Euronext;1723803420
lhyfe.pa;LHYFE S.A.;Basic Materials;Specialty Chemicals;184768928.0;3.86;4402.0;;;;;3.9838;4.4668;;;;-0.47;;1.8020542;0.0;1.382;Euronext;1723803420
xfab.pa;X-FAB SILICON FOUNDRIES SE;Technology;Semiconductors;723701248.0;5.54;163334.0;;;;;6.1076;7.679425;5.54;5.0363636;0.32;1.0;1.1;0.7210725;0.13817;1.937;Euronext;1723803420
